,nested,non_nested,preOptHpm,defHpm
0,0.9160197663971248,0.8908972911929692,0.9074393530997305,0.884941599281222
1,0.9006113733423241,0.8908972911929692,0.8968801977972579,0.8783232187008316
2,0.8809799955046078,0.8908972911929692,0.8669633625533827,0.8714947179141379
3,0.8610114632501686,0.8908972911929692,0.8391548662620812,0.8418700831647561
4,0.9155256064690027,0.8923635403091884,0.8936298292902066,0.8886972147349507
5,0.878273769386379,0.8923635403091884,0.8933153517644414,0.8804585300067431
6,0.9006158687345471,0.8923635403091884,0.9025938413126545,0.8835333782872555
7,0.8414250393346819,0.8923635403091884,0.8355091031692515,0.8465722634299843
8,0.8724438454627134,0.8743214684059352,0.8563432165318958,0.8804761904761905
9,0.8809080692290403,0.8743214684059352,0.8673229939312204,0.863151269948303
10,0.866316026073275,0.8743214684059352,0.8367723083839065,0.8484783097325242
11,0.8556169925826027,0.8743214684059352,0.8481276691391324,0.8459339177343224
12,0.9057861635220126,0.8859228231426669,0.8927403414195867,0.8731356693620845
13,0.8388177118453585,0.8859228231426669,0.8429624634749382,0.8507305012362328
14,0.8616677905147224,0.8859228231426669,0.8709282984940436,0.8599325691166554
15,0.8778601933018656,0.8859228231426669,0.8865183187233087,0.8827961339626883
16,0.9200718778077268,0.888822166342841,0.912659478885894,0.8952291105121294
17,0.8382198246797032,0.888822166342841,0.8308923353562598,0.8483704203191729
18,0.8910766464374017,0.888822166342841,0.876372218476062,0.8757113958192853
19,0.8965790065183188,0.888822166342841,0.8742279163857046,0.8758912115082041
20,0.8553009883198561,0.8846785764268176,0.865947888589398,0.841716082659479
21,0.8897819734771859,0.8846785764268176,0.8801348617666891,0.8968757024050349
22,0.8939267251067655,0.8846785764268176,0.8863385030343898,0.8723038885142729
23,0.8988356934142504,0.8846785764268176,0.8960935041582379,0.8941110361879074
24,0.8629829290206648,0.8819881084152894,0.8680862533692723,0.867717879604672
25,0.8458619914587548,0.8819881084152894,0.8294897729826928,0.8402607327489323
26,0.8953113059114407,0.8819881084152894,0.9044864014385255,0.8902045403461453
27,0.9321375590020229,0.8819881084152894,0.8980894583052371,0.9215194425713644
28,0.8707457322551663,0.8931221135128946,0.8654537286612759,0.8432973944294699
29,0.8843964935940661,0.8931221135128946,0.8735536075522589,0.8812227466846483
30,0.8856192402787143,0.8931221135128946,0.8685457406158688,0.8664059339177343
31,0.9227961339626882,0.8931221135128946,0.9235243875028095,0.9188806473364801
32,0.8831895777178795,0.8942428323636736,0.861203953279425,0.8511590296495957
33,0.860948527759047,0.8942428323636736,0.8583951449763991,0.8571274443695212
34,0.8855293324342548,0.8942428323636736,0.8789300966509328,0.9009575185434929
35,0.9104248145650709,0.8942428323636736,0.9205484378512026,0.8915711395819286
36,0.8824618149146451,0.8907671156606257,0.8760197663971249,0.8650179694519317
37,0.8769611148572714,0.8907671156606257,0.8404675207911891,0.8760979995504607
38,0.9219330186558777,0.8907671156606257,0.9047606203641267,0.9054619015509103
39,0.8441986963362553,0.8907671156606257,0.8669004270622612,0.8673319847156664
40,0.8857771787960467,0.884344801127362,0.8773405211141059,0.8700359389038634
41,0.8864643740166329,0.884344801127362,0.8866711620588896,0.8823555855248371
42,0.8837176893683973,0.884344801127362,0.8594425713643515,0.8796628455832772
43,0.8681861092380311,0.884344801127362,0.8589525736120476,0.877482580355136
44,0.8749146451033244,0.8871106078533654,0.8778346810422283,0.8612848158131177
45,0.883461452011688,0.8871106078533654,0.8758013036637448,0.8783996403686223
46,0.8783277140930545,0.8871106078533654,0.8679973027646661,0.8827871431782423
47,0.8717374690941785,0.8871106078533654,0.8650977747808497,0.8449763991908295
48,0.8917340521114105,0.8930476525207216,0.8898562443845462,0.8796136567834681
49,0.8777028545740616,0.8930476525207216,0.872915261856597,0.870236008091706
50,0.9051652056641942,0.8930476525207216,0.8919397617442122,0.8981703753652507
51,0.8737334232411779,0.8930476525207216,0.8591773432231962,0.8772038660373117
52,0.8768733153638814,0.8789242714223312,0.8696136567834681,0.8513656783468104
53,0.8873095077545515,0.8789242714223312,0.8842346594740391,0.890249494268375
54,0.8819150370869858,0.8789242714223312,0.8584490896830749,0.8808721060912563
55,0.8571184535850753,0.8789242714223312,0.8190379860642841,0.8344212182512923
56,0.8916891284815813,0.8864461410208175,0.8780053908355794,0.8625516621743037
57,0.8668105192178017,0.8864461410208175,0.8683479433580581,0.8717015059563946
58,0.8415913688469321,0.8864461410208175,0.8448595189930321,0.848046752079119
59,0.9036997077995055,0.8864461410208175,0.9010833895257362,0.8848100696785794
60,0.8989308176100629,0.8922878774660286,0.8824528301886793,0.8808265947888589
61,0.9217082490447291,0.8922878774660286,0.9136704877500562,0.9065677680377613
62,0.868680602382558,0.8922878774660286,0.8375904697684874,0.8627107215104518
63,0.874803326590245,0.8922878774660286,0.8567768037761295,0.8469633625533829
64,0.9010601976639713,0.8938498884330892,0.8873045822102427,0.862282120395328
65,0.8749112160035963,0.8938498884330892,0.8580175320296696,0.8626927399415599
66,0.8851427287030794,0.8938498884330892,0.8732928748033266,0.880143852551135
67,0.8790739492020678,0.8938498884330892,0.8868060238255788,0.8474803326590247
68,0.8924438454627134,0.89505139863042,0.8902515723270441,0.876900269541779
69,0.8509777478084963,0.89505139863042,0.8421128343447966,0.838723308608676
70,0.8981164306585749,0.89505139863042,0.9131220498988537,0.9235243875028096
71,0.8868150146100247,0.89505139863042,0.8923803101820633,0.8896471117104968
72,0.9192722371967654,0.891145632835508,0.9048247978436658,0.9082210242587602
73,0.8575500112384806,0.891145632835508,0.8631872330860867,0.8634120026972353
74,0.8662261182288155,0.891145632835508,0.8698763767138683,0.8565610249494269
75,0.8682310631602607,0.891145632835508,0.8666396943133289,0.848190604630254
76,0.8990835579514824,0.8907811395274022,0.875633423180593,0.8820215633423181
77,0.8690761968981794,0.8907811395274022,0.8704248145650708,0.86488649134637
78,0.8945740615868735,0.8907811395274022,0.8880647336480109,0.878894133513149
79,0.8873814340301192,0.8907811395274022,0.8628950325915936,0.8770600134861767
80,0.8874483378256964,0.8881101707340272,0.8511769991015274,0.8676729559748428
81,0.8806293549112161,0.8881101707340272,0.86927399415599,0.896363227691616
82,0.8948617666891436,0.8881101707340272,0.9039064958417622,0.8995819285232637
83,0.8566329512249943,0.8881101707340272,0.8408810968757023,0.8438435603506406
84,0.8834411500449236,0.885842725492085,0.8827942497753818,0.8848607367475292
85,0.8680242751180042,0.885842725492085,0.8571948752528659,0.8569701056417174
86,0.886464374016633,0.885842725492085,0.8728703079343672,0.8794785345021353
87,0.8788401888064734,0.885842725492085,0.8666217127444369,0.8732209485277589
88,0.8496226415094339,0.8847636874696697,0.8405211141060198,0.8425247079964061
89,0.8998786244099798,0.8847636874696697,0.9022207237581479,0.9019375140481007
90,0.8952933243425488,0.8847636874696697,0.8802607327489324,0.8874803326590245
91,0.870083164756125,0.8847636874696697,0.8348213081591369,0.8767543268150146
92,0.8483018867924529,0.8885241118419658,0.8259478885893979,0.8412758310871519
93,0.9057765790065183,0.8885241118419658,0.8917239829175095,0.8787592717464598
94,0.9022701730726006,0.8885241118419658,0.8976848730051697,0.8904922454484154
95,0.8848909867385929,0.8885241118419658,0.8860328163632277,0.8876556529557205
96,0.8917520215633423,0.88343588976959,0.8740610961365678,0.8690386343216532
97,0.861254214430209,0.88343588976959,0.8602922004944932,0.8711710496740841
98,0.872097100472016,0.88343588976959,0.8674218925601259,0.8594290851876827
99,0.9028635648460328,0.88343588976959,0.8945920431557653,0.8899258260283209
100,0.8994429469901168,0.8911394425834813,0.896082659478886,0.8832884097035041
101,0.8861317149921331,0.8911394425834813,0.8963632276916161,0.849449314452686
102,0.8760979995504607,0.8911394425834813,0.874938188356934,0.8906540795684422
103,0.8351449763991908,0.8911394425834813,0.834956169925826,0.8439469543717689
104,0.8844474393530998,0.8784598662045258,0.8853459119496856,0.8652560646900269
105,0.8675118004045853,0.8784598662045258,0.8389750505731626,0.8679883119802203
106,0.876358732299393,0.8784598662045258,0.8724926949876377,0.8697055518093953
107,0.8655518093953698,0.8784598662045258,0.870244998876152,0.8624185210159587
108,0.8945283018867924,0.8811216821491126,0.887026055705301,0.9046271338724169
109,0.8942548887390425,0.8811216821491126,0.8798741290177567,0.8845718138907619
110,0.8676916160935042,0.8811216821491126,0.8469049224544841,0.8570375365250618
111,0.8811058664868509,0.8811216821491126,0.8577837716340752,0.8544212182512925
112,0.8597663971248878,0.884555613515015,0.8577987421383647,0.8673495058400718
113,0.8819150370869858,0.884555613515015,0.8669004270622612,0.8660732748932345
114,0.9034030119127894,0.884555613515015,0.8850663070352889,0.8918138907619689
115,0.8831827376938639,0.884555613515015,0.8761699258260284,0.8857271296920657
116,0.8827313566936208,0.8882311631251821,0.8800988319856244,0.8751752021563342
117,0.8721330636098,0.8882311631251821,0.8548213081591368,0.8604315576534052
118,0.8507619689817936,0.8882311631251821,0.851984715666442,0.8494942683749157
119,0.8815823780624861,0.8882311631251821,0.8796044054843786,0.879352663519892
